        1	2024-03-18 12:51:38	1	0	16	0
        2	2024-03-18 12:54:17	1	0	16	0
        2	2024-03-18 12:54:19	1	0	16	0
        2	2024-03-18 12:54:21	1	0	16	0
        2	2024-03-18 12:55:07	1	0	1	0
        2	2024-03-18 12:55:12	1	0	16	0
        2	2024-03-18 12:55:14	1	0	1	0
        2	2024-03-18 12:55:16	1	0	16	0
        2	2024-03-18 12:55:52	1	0	16	0
        2	2024-03-18 12:55:54	1	0	16	0
        2	2024-03-18 12:56:08	1	0	16	0
        2	2024-03-18 12:56:10	1	0	16	0
        2	2024-03-18 12:56:13	1	0	16	0
        2	2024-03-18 12:56:15	1	0	16	0
        2	2024-03-18 12:58:34	1	0	16	0
        2	2024-03-18 12:58:36	1	0	16	0
        2	2024-03-18 12:58:48	1	0	1	0
        2	2024-03-18 12:58:56	1	0	1	0
        2	2024-03-18 13:00:25	1	0	1	0
        2	2024-03-18 13:00:33	1	0	16	0
        2	2024-03-18 13:00:43	1	0	1	0
        2	2024-03-18 13:00:52	1	0	16	0
        2	2024-03-18 13:00:57	1	0	1	0
        1	2024-03-18 13:03:17	1	0	16	0
        1	2024-03-18 13:03:19	1	0	16	0
        1	2024-03-18 13:03:21	1	0	16	0
        1	2024-03-18 13:03:23	1	0	16	0
        1	2024-03-18 13:03:25	1	0	16	0
        1	2024-03-18 13:03:27	1	0	16	0
        3	2024-03-18 13:07:07	1	0	16	0
        3	2024-03-18 13:07:21	1	0	16	0
        3	2024-03-18 13:07:23	1	0	16	0
        3	2024-03-18 13:07:33	1	0	1	0
        3	2024-03-18 13:07:40	1	0	1	0
        2	2024-03-18 13:12:43	1	0	16	0
        2	2024-03-18 13:12:45	1	0	16	0
        2	2024-03-18 13:12:47	1	0	16	0
        2	2024-03-18 13:12:48	1	0	1	0
        2	2024-03-18 13:12:51	1	0	1	0
        2	2024-03-18 13:12:53	1	0	1	0
        2	2024-03-18 13:12:56	1	0	1	0
        2	2024-03-18 13:15:25	1	0	0	0
        2	2024-03-18 13:15:43	1	0	0	0
        2	2024-03-18 13:16:54	1	0	0	0
        2	2024-03-18 13:18:06	1	0	0	0
        3	2024-03-18 13:18:33	1	0	1	0
        3	2024-03-18 13:18:47	1	0	1	0
        3	2024-03-18 13:18:57	1	0	1	0
        2	2024-03-18 13:19:07	1	0	16	0
        2	2024-03-18 13:19:09	1	0	16	0
        2	2024-03-18 13:19:11	1	0	16	0
        2	2024-03-18 13:19:12	1	0	16	0
        3	2024-03-18 13:19:14	1	0	1	0
        2	2024-03-18 13:19:16	1	0	16	0
        2	2024-03-18 13:19:20	1	0	1	0
        3	2024-03-18 13:19:24	1	0	1	0
        2	2024-03-18 13:19:35	1	0	16	0
        2	2024-03-18 13:19:37	1	0	16	0
        2	2024-03-22 13:55:02	1	0	1	0
        2	2024-03-22 13:55:11	1	0	1	0
        2	2024-03-22 15:29:07	1	0	1	0
        3	2024-03-22 15:29:13	1	0	1	0
        3	2024-03-22 15:29:21	1	0	1	0
        1	2024-03-22 16:52:51	1	0	1	0
        2	2024-03-22 16:53:30	1	0	1	0
        2	2024-03-22 17:05:04	1	0	1	0
        1	2024-03-25 09:34:30	1	0	16	0
        2	2024-03-25 09:45:48	1	0	1	0
        1	2024-03-25 10:03:08	1	0	16	0
        1	2024-03-25 10:03:10	1	0	16	0
        2	2024-03-25 12:58:00	1	0	1	0
        2	2024-03-25 12:58:04	1	0	1	0
        2	2024-03-25 12:58:06	1	0	1	0
        3	2024-03-25 12:58:11	1	0	1	0
        4	2024-03-25 13:00:46	1	0	1	0
        4	2024-03-25 13:00:52	1	0	1	0
        3	2024-03-25 13:33:43	1	0	16	0
        3	2024-03-25 13:33:45	1	0	16	0
        2	2024-03-25 14:13:01	1	0	1	0
        2	2024-03-26 10:40:15	1	0	1	0
        3	2024-03-26 11:52:57	1	0	16	0
        3	2024-03-26 11:52:59	1	0	16	0
        1	2024-03-26 14:18:14	1	0	1	0
        1	2024-03-26 14:18:16	1	0	16	0
        5	2024-03-26 15:53:06	1	0	1	0
        5	2024-03-26 15:53:15	1	0	16	0
        5	2024-03-26 15:53:17	1	0	16	0
        1	2024-03-26 16:18:34	1	0	1	0
        4	2024-03-28 09:24:57	1	0	1	0
        4	2024-04-01 09:09:28	1	0	1	0
        2	2024-04-01 09:35:21	1	0	1	0
        4	2024-04-02 09:30:47	1	0	1	0
        4	2024-04-02 14:37:04	1	0	1	0
        3	2024-04-02 14:37:10	1	0	1	0
        4	2024-04-03 09:24:11	1	0	1	0
        2	2024-04-03 10:06:24	1	0	1	0
        3	2024-04-03 13:25:44	1	0	1	0
        3	2024-04-03 14:03:29	1	0	1	0
        3	2024-04-04 12:44:29	1	0	1	0
        4	2024-04-05 09:18:58	1	0	1	0
        2	2024-04-05 17:57:37	1	0	1	0
        2	2024-04-05 17:57:40	1	0	1	0
        5	2024-04-05 18:53:02	1	0	1	0
        2	2024-04-16 09:12:29	1	0	1	0
        3	2024-04-18 09:54:26	1	0	16	0
        3	2024-04-18 09:54:28	1	0	16	0
        3	2024-04-18 09:54:35	1	0	1	0
        3	2024-04-18 09:54:37	1	0	1	0
        4	2024-04-18 09:54:38	1	0	1	0
        3	2024-04-18 09:54:44	1	0	1	0
        3	2024-04-18 11:49:58	1	0	16	0
        3	2024-04-18 11:50:04	1	0	1	0
        3	2024-04-18 11:50:25	1	1	1	0
        1	2024-04-18 18:02:23	1	1	1	0
        4	2024-04-22 08:50:47	1	0	1	0
        4	2024-04-22 19:19:05	1	0	1	0
        4	2024-04-22 19:19:12	1	0	1	0
        2	2024-04-23 11:33:55	1	0	1	0
        4	2024-04-23 13:12:36	1	0	16	0
        4	2024-04-29 08:52:25	1	0	1	0
        2	2024-04-29 08:58:44	1	0	1	0
        6	2024-04-29 09:07:51	1	0	1	0
        7	2024-04-29 22:57:18	1	0	16	0
        7	2024-04-29 22:57:20	1	0	16	0
        7	2024-04-29 22:57:27	1	0	1	0
        4	2024-04-30 09:00:06	1	0	1	0
        6	2024-04-30 09:04:20	1	0	1	0
        7	2024-04-30 11:14:47	1	0	1	0
        7	2024-04-30 14:32:45	1	0	1	0
       10	2024-04-30 16:29:50	1	0	1	0
       10	2024-04-30 16:30:44	1	0	1	0
       10	2024-04-30 16:30:46	1	0	16	0
       10	2024-04-30 16:30:49	1	0	16	0
       10	2024-04-30 16:33:34	1	0	16	0
       11	2024-04-30 16:44:36	1	0	16	0
       11	2024-04-30 16:44:42	1	0	16	0
       11	2024-04-30 16:44:44	1	0	16	0
       11	2024-04-30 16:47:33	1	1	1	0
       11	2024-04-30 16:47:46	1	1	1	0
       11	2024-04-30 16:47:48	1	1	1	0
       11	2024-04-30 16:47:49	1	1	1	0
       11	2024-04-30 16:47:51	1	1	1	0
       11	2024-04-30 16:50:41	1	1	1	0
        6	2024-04-30 18:20:57	1	0	1	0
        4	2024-05-01 09:56:54	1	0	1	0
       11	2024-05-01 17:50:01	1	0	1	0
       11	2024-05-01 17:53:17	1	0	0	0
        7	2024-05-01 17:53:57	1	0	1	0
        7	2024-05-01 17:54:40	1	0	1	0
        3	2024-05-01 17:54:44	1	0	1	0
        4	2024-05-01 17:54:48	1	0	1	0
       10	2024-05-02 08:27:09	1	0	1	0
        3	2024-05-02 08:30:42	1	0	1	0
       15	2024-05-02 08:40:28	1	0	1	0
        2	2024-05-02 08:41:21	1	0	1	0
        1	2024-05-02 08:43:38	1	0	1	0
        4	2024-05-02 08:44:09	1	0	1	0
        6	2024-05-02 08:45:18	1	0	1	0
        7	2024-05-02 08:51:07	1	0	1	0
       12	2024-05-02 08:53:08	1	0	1	0
        5	2024-05-02 09:04:08	1	0	1	0
        9	2024-05-02 09:08:39	1	0	16	0
        9	2024-05-02 09:08:41	1	0	16	0
       11	2024-05-02 09:28:19	1	0	1	0
       11	2024-05-02 09:28:25	1	0	1	0
        1	2024-05-02 18:04:53	1	1	1	0
        6	2024-05-02 18:04:59	1	1	1	0
       16	2024-05-02 18:10:22	1	1	1	0
        2	2024-05-02 18:10:41	1	1	1	0
        3	2024-05-02 18:11:10	1	1	1	0
        9	2024-05-02 18:25:05	1	0	16	0
        9	2024-05-02 18:25:08	1	0	16	0
        9	2024-05-02 18:25:11	1	0	16	0
        9	2024-05-02 18:25:24	1	1	16	0
        9	2024-05-02 18:25:26	1	1	16	0
       12	2024-05-02 19:52:41	1	1	1	0
        7	2024-05-02 19:52:54	1	1	1	0
       11	2024-05-02 19:53:02	1	1	16	0
       11	2024-05-02 19:53:04	1	1	16	0
       11	2024-05-02 19:53:13	1	1	1	0
       11	2024-05-02 19:53:15	1	1	1	0
        7	2024-05-02 19:54:28	1	1	1	0
        4	2024-05-02 19:55:01	1	1	1	0
        4	2024-05-02 19:56:22	1	0	0	0
       13	2024-05-03 07:25:16	1	0	1	0
        4	2024-05-03 08:02:33	1	0	1	0
       16	2024-05-03 08:09:28	1	0	1	0
        3	2024-05-03 08:23:42	1	0	1	0
        2	2024-05-03 08:36:43	1	0	1	0
        6	2024-05-03 08:44:58	1	0	1	0
        7	2024-05-03 08:57:36	1	0	1	0
       11	2024-05-03 09:04:45	1	0	1	0
        9	2024-05-03 09:12:47	1	0	16	0
       15	2024-05-03 09:16:37	1	0	1	0
       12	2024-05-03 09:19:34	1	0	1	0
        1	2024-05-03 09:33:14	1	0	1	0
        8	2024-05-03 09:33:35	1	0	1	0
       19	2024-05-03 10:04:21	1	0	1	0
       13	2024-05-03 17:07:17	1	0	1	0
        1	2024-05-03 18:25:52	1	1	1	0
       11	2024-05-03 18:30:49	1	1	1	0
       11	2024-05-03 18:30:50	1	1	1	0
        7	2024-05-03 18:30:52	1	1	1	0
       15	2024-05-03 18:31:11	1	1	1	0
       15	2024-05-03 18:31:13	1	1	16	0
        6	2024-05-03 18:42:39	1	1	1	0
        3	2024-05-03 18:56:02	1	1	0	0
        9	2024-05-03 19:26:46	1	1	16	0
        9	2024-05-03 19:26:49	1	1	16	0
        2	2024-05-03 19:35:35	1	1	1	0
       16	2024-05-03 19:35:42	1	1	1	0
       13	2024-05-06 07:41:03	1	1	1	0
       16	2024-05-06 08:13:41	1	0	1	0
        2	2024-05-06 08:28:30	1	0	1	0
        3	2024-05-06 08:44:46	1	0	1	0
        6	2024-05-06 08:46:43	1	0	1	0
        4	2024-05-06 08:58:29	1	0	1	0
        1	2024-05-06 09:05:52	1	0	1	0
        5	2024-05-06 09:06:00	1	0	1	0
       19	2024-05-06 09:49:35	1	0	1	0
       10	2024-05-06 11:52:29	1	0	1	0
       10	2024-05-06 13:36:50	1	0	16	0
       13	2024-05-06 17:11:26	1	0	1	0
       13	2024-05-06 17:11:27	1	0	16	0
        3	2024-05-06 18:03:06	1	0	16	0
        3	2024-05-06 18:03:13	1	0	16	0
        3	2024-05-06 18:03:33	1	0	16	0
        3	2024-05-06 18:03:35	1	0	16	0
        3	2024-05-06 18:03:38	1	0	16	0
        3	2024-05-06 18:03:56	1	0	16	0
       16	2024-05-06 18:39:07	1	1	1	0
       19	2024-05-06 18:39:12	1	1	1	0
        6	2024-05-06 18:39:19	1	1	1	0
        1	2024-05-06 18:39:23	1	1	1	0
        2	2024-05-06 18:48:32	1	1	1	0
        5	2024-05-06 18:48:35	1	1	1	0
        4	2024-05-06 18:50:37	1	1	1	0
        9	2024-05-06 19:04:31	1	1	16	0
        9	2024-05-06 19:04:33	1	1	16	0
        9	2024-05-06 19:04:35	1	1	16	0
        9	2024-05-06 19:04:43	1	1	1	0
        9	2024-05-06 19:04:45	1	1	16	0
       10	2024-05-06 19:04:48	1	1	1	0
       13	2024-05-07 07:20:18	1	1	1	0
       16	2024-05-07 08:08:23	1	0	1	0
        3	2024-05-07 08:14:17	1	0	1	0
        3	2024-05-07 08:14:23	1	0	1	0
        2	2024-05-07 08:19:02	1	0	1	0
        6	2024-05-07 09:05:33	1	0	1	0
       12	2024-05-07 09:09:53	1	0	1	0
        4	2024-05-07 09:09:59	1	0	1	0
